看小区园林 格局方正实用 通风采光好 刚需上车,美心翠拥华庭一期,番禺客运站,3室2厅 ,86.86, 北 , 简装 ,6, 2004年 , 塔楼,2,24,1760000.0,"20,263元/平",VR房源 房本满五年 随时看房 
天河北太古汇商圈：户型方正舒适两房，全明 保养好，,保利中辰广场,龙口西,2室2厅 ,72.53, 北 , 其他 ,27, 2012年 , 塔楼,2, 2个月以前发布,5800000.0,"79,967元/平",VR看装修 房本满五年 随时看房 
此房过五年唯一，厅出阳台，房型方正视野开阔,德荣小区,龙口西,3室2厅 ,93.87, 西 西北 , 精装 ,18, 1995年 , 塔楼,3, 2个月以前发布,4500000.0,"47,939元/平",近地铁 VR看装修 房本满五年 随时看房 
"业主急出手,22号地铁线,出钱就卖 ,满五 带2个车位",金山谷,金山谷,4室2厅 ,259.45, 南 , 精装 ,1, 2008年 , 板楼,2, 6个月以前发布,15990000.0,"61,631元/平",近地铁 VR房源 房本满五年 随时看房 
汇雅花园南向正规三房，业主诚心卖,汇雅花园,龙归,3室1厅 ,83.45, 西南 东北 , 简装 ,8, 1998年 , 塔楼,14, 一年前发布,1250000.0,"14,980元/平",近地铁 VR房源 房本满五年 随时看房 
金海岸花园观海 3室1厅 南,金海岸花园观海,番禺客运站,3室1厅 ,103.94, 南 , 简装 ,17, 2009年 , 塔楼,1, 6个月以前发布,3180000.0,"30,595元/平",VR看装修 房本满五年 随时看房 
祈福新村青怡居  三房两厅1卫 采光好 居住好选择,祈福新村青怡居,祈福新村,3室2厅 ,85.3, 北 , 简装 ,5, 2001年 , 板塔结合,5, 10个月以前发布,1500000.0,"17,585元/平",VR看装修 房本满两年 随时看房 
"中高楼层，满五唯一,精装修，户型方正实用",南沙境界,黄阁,3室2厅 ,117.97, 南 北 , 精装 ,25, 2013年 , 板塔结合,7, 5个月以前发布,1980000.0,"16,784元/平",VR看装修 房本满五年 随时看房 
笋盘各付各税诚心出，独栋采光好,万科幸福誉,知识城,2室2厅 ,72.0, 北 , 精装 ,34, 2014年 , 板塔结合,16, 9个月以前发布,1480000.0,"20,556元/平",VR看装修 房本满两年 随时看房 
房源位置好，安静不吵保养好，视野宽阔，一览众山小,中海誉城南苑,香雪,3室1厅 ,126.42, 南 北 , 精装 ,44, 2015年 , 塔楼,3, 10个月以前发布,3250000.0,"25,708元/平",VR房源 房本满两年 随时看房 
满五年 空置看房方便 格局方正,天雅阁,天润路,2室1厅 ,69.1, 北 , 简装 ,9, 1998年 , 塔楼,9, 3个月以前发布,2900000.0,"41,969元/平",VR房源 房本满五年 随时看房 
精装南向三房  满五唯一  格局方正  采光通风,富丽家园桔芳园,大石,3室2厅 ,80.8, 南 , 精装 ,7, 1995年 , 塔楼,8, 2个月以前发布,1400000.0,"17,327元/平",VR房源 房本满五年 
富力桃园C区南向中层对流四房，单边位，满五唯一,富力桃园,罗冲围,4室2厅 ,154.79, 南 , 精装 ,30, 2005年 , 塔楼,4, 6个月以前发布,5100000.0,"32,948元/平",VR房源 房本满五年 随时看房 
加怡花园 东南向三房  户型好 交通方便地铁站100米,加怡花园,东晓南,3室1厅 ,80.93, 南 , 精装 ,17, 2007年 , 塔楼,9, 3个月以前发布,2980000.0,"36,822元/平",近地铁 VR看装修 房本满两年 随时看房 
嘉仕花园东区，中高楼层 ，通风采光好， 装修保养好。,嘉仕花园东区,滨江东,3室2厅 ,82.37, 东南 , 精装 ,28, 2003年 , 塔楼,5, 4个月以前发布,4360000.0,"52,932元/平",近地铁 VR看装修 房本满五年 随时看房 
欧泊 精致装修三房 带50平方地下室使用率高,万科欧泊,万博,4室1厅 ,94.09, 东南 , 精装 ,42, 2012年 , 板塔结合,111, 9个月以前发布,4250000.0,"45,170元/平",VR房源 房本满两年 随时看房 
万华花园六星台 带主套方正三房 楼龄新 诚意卖,万华花园,东晓南,3室1厅 ,99.79, 北 , 简装 ,18, 2005年 , 板楼,22, 7个月以前发布,3750000.0,"37,579元/平",VR房源 房本满五年 随时看房 
原装电梯高层，大三房，楼龄新，近地铁,国龙大厦,小北,4室2厅 ,127.83, 东北 , 精装 ,30, 2005年 , 塔楼,6, 2个月以前发布,5850000.0,"45,764元/平",近地铁 VR房源 房本满五年 随时看房 
泰景花园近双地铁，5/7号线500米，正规两房，格局方正,泰景花园,黄埔区府,2室1厅 ,74.65, 西 南 , 简装 ,9, 2006年 , 塔楼,16, 一年前发布,2380000.0,"31,883元/平",近地铁 VR看装修 房本满五年 随时看房 
满五非唯一物业，实用两房，采光通风好 交通便利,佳大银湾,东晓路,2室2厅 ,74.12, 北 , 精装 ,24, 2008年 , 塔楼,1, 11个月以前发布,4250000.0,"57,340元/平",VR看装修 房本满五年 随时看房 
地铁口电梯2房，交通便利，方正实用，刚需上车,云涛花园,同和,2室2厅 ,77.27, 东南 , 简装 ,9, 1995年 , 塔楼,1, 1个月以前发布,1900000.0,"24,590元/平",近地铁 VR房源 房本满五年 随时看房 
金碧新城 南向大二房 方正实用 保养新 安静 近地铁,金碧新城,石井,2室1厅 ,68.93, 东南 , 简装 ,18, 2005年 , 塔楼,1, 2个月以前发布,2000000.0,"29,015元/平",近地铁 VR房源 房本满两年 随时看房 
汇侨新城南区 电梯精装两房 厅出阳台 产权清晰,汇侨新城南区,新市,2室2厅 ,77.12, 北 , 精装 ,17, 2000年 , 塔楼,3, 4个月以前发布,1820000.0,"23,600元/平",VR房源 房本满五年 随时看房 
二期南向三房小区人车分流 带泳池,新燕花园,燕塘,3室2厅 ,94.54, 南 , 精装 ,9, 2004年 , 塔楼,4, 7个月以前发布,4500000.0,"47,599元/平",近地铁 VR看装修 房本满五年 随时看房 
电梯房 4房户型方正 南向望花园 精装 花果山地铁口,骏威广场,旧区,4室2厅 ,156.99, 西南 , 精装 ,17, 2002年 , 塔楼,1, 8个月以前发布,2360000.0,"15,033元/平",近地铁 VR看装修 房本满两年 
机场路双地铁 封闭式管理 旺中带静 南向舒适新净三房,景安街1-16号宿舍,机场路,3室2厅 ,90.49, 南 , 精装 ,9, 1995年 , 塔楼,6, 一年前发布,1980000.0,"21,881元/平",近地铁 VR看装修 房本满五年 随时看房 
楼龄新 地铁盘 安静 精装修  采光足,亚运城天成,亚运城,3室2厅 ,99.4, 西南 , 简装 ,55, 2019年 , 塔楼,2, 6个月以前发布,2650000.0,"26,660元/平",VR看装修 房本满两年 随时看房 
事业单位管理好，电梯中层，户型方正,新港西路158号大院,新港西,2室2厅 ,58.61, 南 北 , 简装 ,9, 1995年 , 板楼,5, 1个月以前发布,2380000.0,"40,608元/平",近地铁 VR看装修 房本满五年 随时看房 
越秀上品轩高层大两房 北向无遮挡 有钥匙随时看房,越秀上品轩,西门口,2室1厅 ,83.71, 东北 , 简装 ,31, 2010年 , 塔楼,3, 3个月以前发布,4800000.0,"57,341元/平",近地铁 VR看装修 房本满五年 随时看房 
业主少住，保养很好，蕉门河景，采光好,越秀滨海悦城,金洲,3室2厅 ,104.77, 东北 , 精装 ,31, 2013年 , 塔楼,1, 1个月以前发布,2380000.0,"22,717元/平",VR看装修 房本满两年 随时看房 
带私人平台120方 雅居乐免个税 马鞍山地铁口200米,雅居乐雍华廷二期,新区,4室2厅 ,138.54, 南 , 精装 ,11, 2005年 , 塔楼,10, 3个月以前发布,3050000.0,"22,016元/平",近地铁 VR看装修 房本满五年 随时看房 
华南新城北区，实用三房，户型方正,华南新城北区,华南新城,3室2厅 ,132.26, 南 , 其他 ,11, 2003年 , 板塔结合,1, 1个月以前发布,3500000.0,"26,464元/平",VR房源 房本满五年 随时看房 
三期98方大三房 高层 满五唯一省税费,乐意居花园,长兴,3室2厅 ,96.01, 北 , 简装 ,9, 1999年 , 塔楼,2, 2个月以前发布,3580000.0,"37,288元/平",VR看装修 房本满五年 随时看房 
万科金色梦想，安静小三房，各付各税,万科金色梦想,香雪,3室1厅 ,75.86, 东 , 精装 ,34, 2015年 , 板塔结合,11, 4个月以前发布,2130000.0,"28,079元/平",VR看装修 房本满两年 随时看房 
金域蓝湾 方正4房 南北对流 保养好.,金域蓝湾,金沙洲,4室2厅 ,132.7, 东北 , 精装 ,19, 2008年 , 塔楼,16, 一年前发布,4980000.0,"37,529元/平",近地铁 VR看装修 房本满五年 随时看房 
华润天合高层三房南向视野无遮挡，看房方便,华润天合,黄村,3室1厅 ,88.16, 南 , 精装 ,33, 2016年 , 塔楼,11, 9个月以前发布,6480000.0,"73,503元/平",VR看装修 房本满两年 随时看房 
满五年税费少，金梦复式4房，安静不吵，通风采光透亮,万科金色梦想,香雪,4室2厅 ,94.92, 南 北 , 精装 ,40, 2015年 , 板塔结合,21, 11个月以前发布,2790000.0,"29,394元/平",VR房源 房本满两年 随时看房 
满五，次新楼两房，低密度 装修好，采光充足,元邦明月水岸,西朗,2室2厅 ,61.92, 东南 , 精装 ,5, 2015年 , 塔楼,71, 9个月以前发布,2100000.0,"33,915元/平",近地铁 VR看装修 房本满五年 随时看房 
双阳台双卫生间，房子保养好，阳光充足采光好,丽江花园左岸,南浦,3室2厅 ,117.5, 北 , 精装 ,16, 2003年 , 塔楼,7, 8个月以前发布,3280000.0,"27,915元/平",VR房源 房本满五年 随时看房 
南向安静位置，6楼无遮挡，采光视野好,保利林海山庄,龙洞,3室2厅 ,107.07, 南 , 精装 ,24, 2008年 , 塔楼,4, 一年前发布,4980000.0,"46,512元/平",VR看装修 房本满五年 随时看房 
此房子满五唯一，南向中楼层采光好,花语水岸,大坦沙,3室1厅 ,111.43, 南 , 精装 ,21, 2015年 , 塔楼,7, 8个月以前发布,5000000.0,"44,872元/平",近地铁 VR看装修 房本满五年 随时看房 
中高楼层，视野开阔，采光通风好,万科新里程,科学城,3室2厅 ,90.82, 北 , 简装 ,25, 2009年 , 塔楼,39, 8个月以前发布,2750000.0,"30,280元/平",VR看装修 房本满两年 随时看房 
金山谷四期 4室1厅 南,金山谷四期,金山谷,4室1厅 ,109.61, 南 , 精装 ,25, 2010年 , 塔楼,7, 8个月以前发布,4050000.0,"36,950元/平",近地铁 VR房源 房本满五年 随时看房 
保利物业两房，住家舒适，诚心出,越秀保利爱特城,香雪,2室2厅 ,80.99, 北 , 其他 ,32, 2020年 , 塔楼,6, 7个月以前发布,1550000.0,"19,139元/平",VR看装修 房本满两年 随时看房 
优选房源 天河公园优质小区，安静，小区环境好,东方新世界,天河公园,2室2厅 ,68.57, 北 , 精装 ,29, 2005年 , 塔楼,5, 7个月以前发布,5350000.0,"78,023元/平",近地铁 VR看装修 房本满五年 
南向小三房，中高楼层，装修保养好，格局方正,实地常春藤,黄埔永和,3室1厅 ,86.7, 南 , 其他 ,33, 2018年 , 塔楼,9, 9个月以前发布,1650000.0,"19,032元/平",VR房源 房本满两年 随时看房 
城西花园 三房两卫 南向望湖 安静 近地铁 精装修,城西花园,金沙洲,3室2厅 ,87.23, 南 , 精装 ,7, 2002年 , 塔楼,135, 一年前发布,1950000.0,"22,355元/平",近地铁 VR看装修 房本满五年 随时看房 
福莱花园 精装三房 看动物园 视野开阔,福莱花园,水荫,3室2厅 ,95.11, 西北 , 简装 ,30, 1997年 , 塔楼,17, 一年前发布,4350000.0,"45,737元/平",VR看装修 房本满五年 随时看房 
乐得花园，东北向望花园，2+1房,乐得花园,黄边,3室1厅 ,70.37, 东北 , 精装 ,9, 2000年 , 塔楼,18, 一年前发布,1850000.0,"26,290元/平",VR看装修 房本满五年 随时看房 
一线江景 高层通风采光优越 10年内可遇不可求,利雅湾,珠江新城中,3室2厅 ,129.91, 南 , 精装 ,29, 2004年 , 塔楼,3, 4个月以前发布,22080000.0,"169,964元/平",近地铁 VR房源 房本满五年 随时看房 
天河北 林和板块 远东大厦 花园小区 厅出阳台东向,远东大厦,林和,3室2厅 ,111.53, 东 , 精装 ,27, 2003年 , 塔楼,0, 3个月以前发布,7500000.0,"67,247元/平",近地铁 VR看装修 房本满五年 
配套成熟，环境安静，全新装修，实用小三房,新市花园一区,新市,3室2厅 ,54.84, 南 北 , 精装 ,9, 1997年 , 塔楼,3, 5个月以前发布,1380000.0,"25,165元/平",VR看装修 房本满五年 随时看房 
常春藤 三房 精装 业主诚心放卖,实地常春藤,黄埔永和,3室2厅 ,85.03, 北 , 精装 ,32, 2018年 , 塔楼,5, 6个月以前发布,1550000.0,"18,229元/平",VR看装修 房本满两年 随时看房 
尊享私家大平台，地铁口上盖 楼龄新 正南向 实用率高,耀华国际,三元里,3室2厅 ,65.31, 南 , 简装 ,20, 2005年 , 塔楼,1, 3个月以前发布,2450000.0,"37,514元/平",VR房源 房本满两年 随时看房 
业主诚心卖 满五唯一 视野开阔 望天河公园,东璟花园,员村,2室1厅 ,81.0, 北 , 精装 ,25, 2004年 , 塔楼,4, 4个月以前发布,4600000.0,"56,791元/平",VR看装修 房本满五年 随时看房 
此房满五唯一.免征税。中层视野开阔，,新世界锦云峰,嘉禾望岗,3室2厅 ,98.97, 南 , 精装 ,32, 2013年 , 塔楼,3, 4个月以前发布,4580000.0,"46,277元/平",VR看装修 房本满五年 随时看房 
店长推荐 房子满五唯一 高层视野开阔 安静舒适 诚心卖,美心翠拥华庭一期,番禺客运站,3室2厅 ,118.6, 东南 南 , 精装 ,12, 2004年 , 塔楼,2, 5个月以前发布,2700000.0,"22,766元/平",VR看装修 房本满五年 随时看房 
天誉花园 3室1厅 北,天誉花园,林和,3室1厅 ,150.39, 北 , 简装 ,31, 2000年 , 板塔结合,4, 4个月以前发布,9600000.0,"63,835元/平",近地铁 VR看装修 房本满五年 随时看房 
店长推荐：鑫隆世家大四房，空间大，户型好，诚心出,鑫隆世家,石楼,4室1厅 ,132.16, 东南 , 精装 ,18, 2012年 , 塔楼,1, 5个月以前发布,2300000.0,"17,404元/平",VR看装修 房本满五年 随时看房 
华南碧桂园 翠云山精装三房 大阳台,华南碧桂园翠云山,华南碧桂园,3室1厅 ,109.95, 东北 , 精装 ,18, 2008年 , 塔楼,4, 9个月以前发布,2850000.0,"25,921元/平",VR看装修 房本满五年 随时看房 
地铁口三房，通风采光好，业主诚意放卖,南华广场,旧区,3室1厅 ,89.85, 南 北 , 简装 ,8, 1998年 , 塔楼,8, 一年前发布,900000.0,"10,017元/平",近地铁 VR看装修 房本满五年 随时看房 
南向高楼层，客厅卧室望湖，诚心出,时代中国时代天韵,知识城,3室2厅 ,116.53, 南 , 其他 ,24, 2016年 , 塔楼,5, 9个月以前发布,2890000.0,"24,801元/平",近地铁 VR看装修 房本满五年 随时看房 
万科幸福誉 南向大三房 中楼层望花园 准新房,万科幸福誉,知识城,3室1厅 ,94.6, 南 , 精装 ,33, 2014年 , 板塔结合,5, 10个月以前发布,2150000.0,"22,728元/平",VR看装修 房本满两年 随时看房 
证过五年唯一 精装景观高层大3房,龙湾贰号,芳村,3室2厅 ,100.79, 东 , 简装 ,23, 2002年 , 塔楼,6, 一年前发布,2890000.0,"28,674元/平",近地铁 VR房源 房本满五年 随时看房 
华南新城北区，实用三房，户型方正,华南新城北区,华南新城,3室2厅 ,132.26, 南 , 其他 ,11, 2003年 , 板塔结合,1, 1个月以前发布,3500000.0,"26,464元/平",VR房源 房本满五年 随时看房 
"富力桃园D区,东南向中层望江望增埗公园,厅出大阳台",富力桃园,罗冲围,2室2厅 ,81.14, 东南 , 精装 ,30, 2007年 , 塔楼,2, 2个月以前发布,2940000.0,"36,234元/平",VR房源 房本满五年 随时看房 
南向安静望花园 格局方正 采光通风,穗乐花园,员村,2室1厅 ,84.36, 南 , 简装 ,9, 1998年 , 塔楼,11, 2个月以前发布,3000000.0,"35,562元/平",近地铁 VR房源 房本满两年 随时看房 
梅花园电梯大二房，户型好，小区安静，过五唯一税费少,白云畔山花园圣地摩坊,梅花园,2室1厅 ,79.63, 东南 , 精装 ,6, 2003年 , 塔楼,10, 9个月以前发布,2780000.0,"34,912元/平",近地铁 VR看装修 房本满五年 随时看房 
直厅精致两房，阳台望花园，产权清晰，诚意卖房,富力桃园,罗冲围,2室1厅 ,78.16, 东北 , 简装 ,32, 2004年 , 塔楼,4, 9个月以前发布,2380000.0,"30,451元/平",VR看装修 房本满五年 随时看房 
万科幸福誉 楼栋靠地铁 中高层视野开阔 过五免个税,万科幸福誉,知识城,2室1厅 ,71.96, 北 , 精装 ,26, 2014年 , 板塔结合,6, 1个月以前发布,1520000.0,"21,123元/平",近地铁 VR看装修 房本满五年 随时看房 
万科幸福誉3房满五年免增值税，中高楼层，采光充足,万科幸福誉,知识城,3室2厅 ,87.85, 北 , 精装 ,26, 2014年 , 板塔结合,0, 5个月以前发布,1880000.0,"21,401元/平",近地铁 VR看装修 房本满五年 随时看房 
户型方正十分适合居住. 中楼层，视野开阔,花都银燕大厦,旧区,3室2厅 ,132.8, 南 北 , 精装 ,15, 2002年 , 塔楼,0, 8个月以前发布,1550000.0,"11,672元/平",近地铁 VR看装修 房本满五年 随时看房 
半岛电梯三房  望花园  采光不错,富力半岛,罗冲围,3室1厅 ,68.34, 西北 , 简装 ,27, 2002年 , 塔楼,1, 2个月以前发布,2280000.0,"33,363元/平",VR房源 房本满五年 随时看房 
华景里次新房 南向望花园 精装阳光充足,珠江华景里,华景新城,3室2厅 ,104.69, 西南 , 精装 ,31, 2013年 , 塔楼,0, 2个月以前发布,8500000.0,"81,193元/平",VR房源 房本满两年 随时看房 
业主少住，保养很好，蕉门河景，采光好,越秀滨海悦城,金洲,3室2厅 ,104.77, 东北 , 精装 ,31, 2013年 , 塔楼,1, 1个月以前发布,2380000.0,"22,717元/平",VR看装修 房本满两年 随时看房 
南向三房，采光好，户型方正，无抵押，车位一个,电力新村,番禺广场,3室2厅 ,107.5, 南 , 简装 ,8, 1991年 , 塔楼,3, 2个月以前发布,2100000.0,"19,535元/平",近地铁 VR看装修 房本满五年 随时看房 
可逸豪苑正南向户型方正 业主诚心卖楼龄新,可逸豪苑,宝岗,3室2厅 ,97.45, 南 , 精装 ,32, 2010年 , 塔楼,13, 8个月以前发布,5680000.0,"58,287元/平",近地铁 VR看装修 房本满五年 随时看房 
中层视野好 采光通风好 房子通透私密性佳,中海锦汇华庭（A区）,广钢新城,2室1厅 ,79.49, 东北 , 精装 ,60, 2014年 , 板楼,5, 9个月以前发布,3300000.0,"41,515元/平",近地铁 VR看装修 房本满两年 随时看房 
